Arıza/Bakım;Bildirim Tarihi;Ekipman Adı;Arıza/Bakım Grubu;Arıza/Bakım Türü;Arıza/Bakım Detayı;Parça Adedi;"Müdahale Başl. 
Tarihi";"Müdahale Bitiş 
Tarihi";Müdahale Başl. Saati;Müdahale Bitiş Saati;Müdahale Süresi (Dk.);Açıklama
Arıza;13.04.2022;Pres-3;Mekanik;Disk Arızası;Disk Değişimi;1;13.04.2022;13.04.2022;08:00;11:00;180;Pres-3 disk değişimi yapıldı taşlanmış disk takıldı
Arıza;13.04.2022;Pres-3;Mekanik;Rulo Arızası;Rulo Değişimi;2;13.04.2022;13.04.2022;11:00;12:00;60;Pres-3 rulo değişimi yapıldı çıkma rulo takıldı
Arıza;13.04.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;13.04.2022;13.04.2022;14:15;16:00;105;Pres eleği-2 lastiği patlaktı değiştirildi
Arıza;13.04.2022;Pres-2;Mekanik;Rulo Arızası;Rulo Değişimi;2;13.04.2022;13.04.2022;14:15;16:30;135;Pres-2 rulo değişimi yapıldı çıkma rulo takıldı
Bakım;14.04.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;14.04.2022;14.04.2022;08:00;08:15;15;Elekler 4*4 yapıldı
Bakım;14.04.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;14.04.2022;14.04.2022;08:15;08:30;15;Elekler 4*4 yapıldı
Arıza;14.04.2022;Pres-1;Mekanik;Disk Arızası;Disk Değişimi;1;14.04.2022;14.04.2022;08:15;10:30;135;Pres-1 disk değişimi yapıldı sıfır disk takıldı
Arıza;14.04.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;14.04.2022;14.04.2022;10:30;12:30;120;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı
Arıza;14.04.2022;Pres-1;Mekanik;Aşınma Ringi Arızası;Aşınma Ringi Değişimi;1;14.04.2022;14.04.2022;13:30;15:00;90;Pres-1 aşınma ringi değiştirildi
Bakım;14.04.2022;Pres-3;Mekanik;Rulo Bakımı;Rulo Toplama;2;14.04.2022;14.04.2022;09:10;12:45;215;2 adet sıfır rulo toplandı
Bakım;14.04.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;2;14.04.2022;14.04.2022;13:45;16:30;165;2 adet sıfır rulo toplandı
Arıza;15.04.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;15.04.2022;15.04.2022;18:30;19:00;30;Yeni fabrika sarsak-3 piston valfinin hortumu değiştirildi
Arıza;15.04.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;15.04.2022;15.04.2022;19:10;19:40;30;1 tane patlak elek vardı değiştirildi
Bakım;18.04.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;18.04.2022;18.04.2022;12:00;12:20;20;Elekler 4*3 oldu vuran taraf 3
Bakım;18.04.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;18.04.2022;18.04.2022;12:20;12:40;20;Elekler 4*3 oldu vuran taraf 3
Bakım;19.04.2022;Expander-3;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;19.04.2022;19.04.2022;08:00;09:00;60;Expander-3 kafa padıl değiştirildi
Arıza;19.04.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;19.04.2022;19.04.2022;21:10;21:30;20;Paketleme-3 dikiş makinasının kayışı kopmuştu değiştirildi
Arıza;19.04.2022;Pres Elevatörü-1;Mekanik;Akış Arızası;Akış Arızası;;19.04.2022;19.04.2022;22:45;23:10;25;Yeni fabrika 1 nolu pres elevatörünün akışında delik vardı kapatıldı
Bakım;20.04.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Değişimi;;20.04.2022;20.04.2022;08:30;16:30;480;Kondisyonel-2 melasiyerin padılları komple değiştirildi
Arıza;20.04.2022;Pres-1;Mekanik;Bıçak Arızası;Bıçak Arızası;;20.04.2022;20.04.2022;23:10;23:40;30;Pres-1 bıçağı çıkmıştı yerine takıldı
Arıza;21.04.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;21.04.2022;21.04.2022;18:40;19:30;50;Yeni fabrika pres eleği-2 lastik patlamıştı değişirildi
Arıza;22.04.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;22.04.2022;22.04.2022;11:00;11:20;20;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Bakım;22.04.2022;Pres-1;Mekanik;Kasnak Bakımı;Rulman Değişimi;1;22.04.2022;22.04.2022;08:00;12:00;240;Pres-1 kasnak kaplin yanındaki yatak rulmanı değiştirildi
Arıza;25.04.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;25.04.2022;25.04.2022;02:55;03:10;15;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Arıza;25.04.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;25.04.2022;25.04.2022;07:10;07:35;25;1 tane patlak elek vardı değiştirildi
Bakım;25.04.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Bakımı;;25.04.2022;25.04.2022;09:20;09:30;10;Kondisyonel-2 padılları kontrol edildi
Arıza;25.04.2022;Sarsak-4;Mekanik;Piston Arızası;Piston Arızası;;25.04.2022;25.04.2022;19:15;19:50;35;Yeni fabrika sarsak-4 alt piston açmıyordu bakıldı
Arıza;26.04.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;26.04.2022;26.04.2022;08:30;08:50;20;2 tane patlak elek vardı değiştirildi
Arıza;26.04.2022;Mikser;Mekanik;Mısır Suyu Pompa Arızası;Mısır Suyu Pompa Değişimi;1;26.04.2022;26.04.2022;08:10;09:20;70;Yeni fabrika miksere mısır suyu basan pompa değişimi yapıldı
Bakım;26.04.2022;Kondisyonel-3;Mekanik;Padıl Bakımı;Padıl Bakımı;;26.04.2022;26.04.2022;08:15;08:30;15;Kondisyonel-3 padılları kontrol edildi
Bakım;26.04.2022;Sarsak-3;Mekanik;Sensör Bakımı;Sensör Bakımı;;26.04.2022;26.04.2022;08:40;09:30;50;Yeni fabrika sarsak-3 üst sensörüne ayar yapıldı
Arıza;26.04.2022;Kondisyonel-1;Mekanik;Vinas Borusu Arızası;Vinas Borusu Arızası;;26.04.2022;26.04.2022;23:30;00:00;30;Yeni fabrika kondisyonel-1 vinas borusu delikti kaynatıldı
Arıza;27.04.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;27.04.2022;27.04.2022;18:10;18:40;30;2 tane patlak elek vardı değiştirildi
Arıza;28.04.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Sıkışması;;28.04.2022;28.04.2022;01:30;02:00;30;Yeni fabrika değirmen-1 besleme sıkışmıştı kaldırıldı kova gelmiş
Arıza;28.04.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;2;28.04.2022;28.04.2022;08:00;08:30;30;2 tane patlak elek vardı değiştirildi
Arıza;28.04.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;28.04.2022;28.04.2022;20:30;20:55;25;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;28.04.2022;Değirmen-1;Mekanik;Değirmen Sıkışması;Değirmen Sıkışması;;28.04.2022;28.04.2022;23:30;00:00;30;Yeni fabrika değirmen-1 sıkışmıştı içi açılıp temizlendi
Arıza;29.04.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;29.04.2022;29.04.2022;19:00;19:30;30;1 tane patlak elek vardı değiştirildi
Arıza;29.04.2022;Expander-1;Mekanik;Üst Klepe Arızası;Üst Klepe Arızası;;29.04.2022;29.04.2022;23:00;23:30;30;Yeni fabrika expander-1 üst klepe mal kaçırıyordu yapıldı
Arıza;30.04.2022;Değirmen-2;Mekanik;Besleme Arızası;Besleme Sıkışması;;30.04.2022;30.04.2022;01:10;02:30;80;Yeni fabrika değirmen-2 beslemeye demir parçası gelmişti içi açılıp kardırıldı
Arıza;30.04.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;30.04.2022;30.04.2022;08:40;09:00;20;1 tane patlak elek vardı değiştirildi
Arıza;30.04.2022;Pres Elevatörü-2;Mekanik;Akış Arızası;Akış Arızası;;30.04.2022;30.04.2022;09:00;09:15;15;Yeni fabrika pres elevatörü-2 akışında kaçak vardı kapatıldı
Bakım;5.05.2022;Expander-1;Mekanik;Taç Bakımı;Taç Değişimi;1;5.05.2022;5.05.2022;08:45;10:45;120;Expander-1 taç değişimi yapıldı
Bakım;5.05.2022;Expander-1;Mekanik;Koni Bakımı;Koni Değişimi;1;5.05.2022;5.05.2022;10:45;11:45;60;Expander-1 koni değişimi yapıldı
Bakım;5.05.2022;Expander-1;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;5.05.2022;5.05.2022;11:45;12:30;45;Expander-1 kafa padıl değişimi yapıldı
Bakım;5.05.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;5.05.2022;5.05.2022;18:50;20:30;100;Expander-2 kırıcının iki adet bıçağı değiştirildi
Bakım;5.05.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;5.05.2022;5.05.2022;19:00;19:25;25;Elekler 3 yapıldı vuran taraf 3
Bakım;5.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;5.05.2022;5.05.2022;19:25;19:45;20;Elekler 3 yapıldı vuran taraf 3
Arıza;5.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;5.05.2022;5.05.2022;21:35;22:00;25;1 tane patlak elek vardı değiştirildi
Bakım;6.05.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;6.05.2022;6.05.2022;09:20;10:20;60;Değirmen-1 çekiç değişimi yapıldı
Bakım;6.05.2022;Değirmen-1;Mekanik;Mil Bakımı;Mil Değişimi;16;6.05.2022;6.05.2022;10:20;10:45;25;Değirmen-1 mil değişimş yapıldı
Bakım;6.05.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;6.05.2022;6.05.2022;10:45;11:45;60;Değirmen-2 çekiç değişimi yapıldı
Bakım;6.05.2022;Değirmen-2;Mekanik;Mil Bakımı;Mil Değişimi;16;6.05.2022;6.05.2022;11:45;12:00;15;Değirmen-2 mil değişimş yapıldı
Bakım;6.05.2022;Expander-2;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Bakımı;;6.05.2022;6.05.2022;08:00;08:45;45;Expander-2 kafa padıl bakımı yapıldı kontrol edildi
Bakım;6.05.2022;Expander-2;Mekanik;Sitop Civata Bakımı;Sitop CivataDeğişimi;3;6.05.2022;6.05.2022;08:45;09:10;25;Expander-2 3 adet stop civatası değiştirildi
Arıza;6.05.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;6.05.2022;6.05.2022;11:00;12:00;60;Expander-1 kırıcının iki adet bıçağı değiştirildi
Bakım;6.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;6.05.2022;6.05.2022;22:15;23:00;45;Yeni fabrika değirmen-2 elekleri ve çeneleri kontrol edildi
Arıza;7.05.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;3;7.05.2022;7.05.2022;18:40;19:30;50;3 tane patlak elek vardı değiştirildi
Arıza;8.05.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;2;8.05.2022;8.05.2022;23:20;01:25;125;Pres-4 sigorta kemişti değişim yapıldı
Arıza;9.05.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;9.05.2022;9.05.2022;02:30;02:50;20;1 tane patlak elek vardı değiştirildi
Arıza;9.05.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;9.05.2022;9.05.2022;08:05;08:30;25;2 tane patlak elek vardı değiştirildi
Bakım;10.05.2022;Pres-4;Mekanik;Disk Bakımı;Disk Civata Değişimi;;10.05.2022;10.05.2022;10:30;16:00;330;Pres-4 ön ayna cıvata kesmişti kaynak ile diskten çıkartılıp yenileri takıldı
Bakım;11.05.2022;Pres-4;Mekanik;Rulo Bakımı;Rulo Değişimi;2;11.05.2022;11.05.2022;10:50;12:30;100;Yeni fabrika pres-4 rulo değişimi yapıldı sıfır rulo takıldı
Arıza;12.05.2022;Pres-4;Mekanik;Rulo Bakımı;Rulo Mili Değişimi;2;12.05.2022;12.05.2022;15:45;17:15;90;Yeni fabrika 4 nolu pres rulo milleri değiştirildi
Bakım;13.05.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;13.05.2022;13.05.2022;21:30;21:45;15;Elekler 4*4 yapıldı
Bakım;13.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;13.05.2022;13.05.2022;21:45;22:00;15;Elekler 4*4 yapıldı
Arıza;14.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;14.05.2022;14.05.2022;03:10;03:30;20;1 tane patlak elek vardı değiştirildi
Arıza;14.05.2022;Pres-1;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;14.05.2022;14.05.2022;05:00;05:35;35;Pres-1 sigorta kesmişti değiştirildi
Bakım;14.05.2022;Pres-1;Mekanik;Pres Bakımı;Pres Bakımı;;14.05.2022;14.05.2022;08:15;09:45;90;Yeni fabrika pres-1 kuyruk mili kontrol edildi yağ basıldı göbek rulmanların yağı değiştirildi
Arıza;14.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;14.05.2022;14.05.2022;08:10;08:40;30;1 tane patlak elek vardı değiştirildi
Arıza;14.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;14.05.2022;14.05.2022;15:40;16:10;30;1 tane patlak elek vardı değiştirildi
Arıza;15.05.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;15.05.2022;15.05.2022;23:40;00:45;65;Yeni fabrika paketleme-3 dikiş makinasının yukarı aşağı mili değiştirildi
Arıza;16.05.2022;Pres Eleği-3;Mekanik;Elek Arızası;Elek Arızası;;16.05.2022;16.05.2022;09:00;09:20;20;Yeni fabrika pres eleği-3 elekte delik vardı değiştirildi
Arıza;16.05.2022;Paketleme-2;Mekanik;Kefe Arızası;Kefe Arızası;;16.05.2022;16.05.2022;09:30;09:45;15;Yeni fabrika paketleme-2 kefenin piston ayağı kırılmıştı kaynak yapıldı
Arıza;16.05.2022;Sarsak-2;Mekanik;Piston Arızası;Piston Arızası;;16.05.2022;16.05.2022;14:30;15:00;30;Yeni fabrika sarsak-2 alt piston demiri değiştirildi
Bakım;18.05.2022;Sarsak-1;Mekanik;Sensör Bakımı;Sensör Bakımı;;18.05.2022;18.05.2022;17:00;17:15;15;Sarsak-1 sensör ayarı yapıldı
Bakım;18.05.2022;Sarsak-2;Mekanik;Sensör Bakımı;Sensör Bakımı;;18.05.2022;18.05.2022;17:15;17:30;15;Sarsak-2 sensör ayarı yapıldı
Bakım;18.05.2022;Sarsak-3;Mekanik;Sensör Bakımı;Sensör Bakımı;;18.05.2022;18.05.2022;17:30;17:50;20;Sarsak-3 sensör ayarı yapıldı
Bakım;18.05.2022;Sarsak-4;Mekanik;Sensör Bakımı;Sensör Bakımı;;18.05.2022;18.05.2022;17:50;18:15;25;Sarsak-4 sensör ayarı yapıldı
Arıza;19.05.2022;Sarsak-1;Mekanik;Piston Arızası;Piston Arızası;;19.05.2022;19.05.2022;01:30;01:55;25;Sarsak-1 alt saç açmıyordu bakıldı
Arıza;19.05.2022;Sarsak-4;Mekanik;Role Arızası;Role Değişimi;;19.05.2022;19.05.2022;22:30;23:05;35;Sarsak-4 rolesi bozulmuştu değiştirildi
Arıza;19.05.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;19.05.2022;19.05.2022;05:30;07:30;120;Expander-2 kırıcı bıçakları kırılmış elekleri bozmuştu. Elekler ve bıçaklar çıkarıldı
Arıza;20.05.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;20.05.2022;20.05.2022;08:30;11:30;180;Expander-2 kırıcı bıçakları kırılmış elekleri bozmuştu. Elekler ve bıçaklar çıkarıldı
Arıza;20.05.2022;Sarsak-3;Mekanik;Sensör Bakımı;Sensör Bakımı;;20.05.2022;20.05.2022;15:30;17:00;90;Sarsak-3 sensör ayarı yapıldı
Bakım;21.05.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;21.05.2022;21.05.2022;23:00;23:15;15;Elekler 4*3 oldu vuran taraf 3
Bakım;21.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;21.05.2022;21.05.2022;23:15;23:30;15;Elekler 4*3 oldu vuran taraf 3
Arıza;22.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;1;22.05.2022;22.05.2022;03:15;03:50;35;1 adet patlak elek vardı değiştirildi
Arıza;22.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;1;22.05.2022;22.05.2022;05:30;06:00;30;1 adet patlak elek vardı değiştirildi
Bakım;23.05.2022;Değirmen-1;Mekanik;Yön Klepesi Bakımı;Yön Değişimi;;23.05.2022;23.05.2022;09:30;10:00;30;Değirmen-1 elekler 5*4 yapıldı yön değiştirildi
Bakım;23.05.2022;Değirmen-2;Mekanik;Yön Klepesi Bakımı;Yön Değişimi;;23.05.2022;23.05.2022;10:00;10:30;30;Değirmen-2 elekler 5*4 yapıldı yön değiştirildi
Bakım;23.05.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;23.05.2022;23.05.2022;16:30;16:40;10;Elekler 5*5 yapıldı
Bakım;23.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;23.05.2022;23.05.2022;16:40;16:50;10;Elekler 5*5 yapıldı
Arıza;23.05.2022;Mikser;Mekanik;Motor Kayış Arızası;Motor Kayış Değişimi;4;23.05.2022;23.05.2022;22:00;23:00;60;Eski fabrika mikser motor kayışları yanmıştı değiştirildi
Bakım;24.05.2022;Expander-2;Mekanik;Taç Bakımı;Taç Değişimi;1;24.05.2022;24.05.2022;10:00;10:30;30;Expander-2 taç değişimi yapıldı
Bakım;24.05.2022;Expander-2;Mekanik;Koni Bakımı;Koni Değişimi;1;24.05.2022;24.05.2022;10:30;11:00;30;Expander-2 koni değişimi yapıldı
Bakım;24.05.2022;Paketleme-2;Mekanik;Kefe Arızası;Piston Değişimi;;24.05.2022;24.05.2022;16:00;16:35;35;Yeni fabrika 2 nolu paketleme kefesinin pistonu değiştirildi
Arıza;25.05.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;25.05.2022;25.05.2022;09:00;09:50;50;Pres eleği-2 lastiği patlaktı değiştirildi
Bakım;26.05.2022;Değirmen-2;Mekanik;Jet Filtre Bakımı;Jet Filtre Bakımı;;26.05.2022;26.05.2022;11:30;12:00;30;Değirmen-2 jet filtreleri kontrol edildi
Bakım;27.05.2022;Sarsak-1;Mekanik;Sarsak Bakımı;Sarsak Bakımı;;27.05.2022;27.05.2022;08:00;12:00;240;Sarsak-1 soğutma sistemine  bakım yapıldı
Bakım;27.05.2022;Sarsak-2;Mekanik;Sarsak Bakımı;Sarsak Bakımı;;27.05.2022;27.05.2022;12:00;15:30;210;Sarsak-2 soğutma sistemine  bakım yapıldı
Bakım;27.05.2022;Değirmen-2;Mekanik;Lokal Filtre Bakımı;Lokal Filtre Değişimi;;27.05.2022;27.05.2022;08:00;15:30;450;Yeni fabrika değirmen-2 lokal filtre bezleri değiştirildi
Arıza;27.05.2022;Mikser;Mekanik;Devir Bekçisi Arızası;Devir Bekçisi Değişimi;;27.05.2022;27.05.2022;21:00;22:20;80;Yeni fabrika mikserin devir bekçisi değiştirildi
Arıza;28.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;28.05.2022;28.05.2022;08:00;08:30;30;1 tane patlak elek vardı değiştirildi
Arıza;30.05.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;2;30.05.2022;30.05.2022;03:30;04:15;45;Pres-4 sigorta kemişti değişim yapıldı
Arıza;30.05.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;30.05.2022;30.05.2022;05:05;05:35;30;1 tane patlak elek vardı değiştirildi
Bakım;30.05.2022;Pres-4;Mekanik;Baca Bakımı;Baca Bakımı;;30.05.2022;30.05.2022;08:00;16:30;510;Yeni fabrika 4 nolu presin havalandırma bacaları takıldı
Arıza;30.05.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;2;30.05.2022;30.05.2022;12:00;12:30;30;2 tane patlak elek vardı değiştirildi
Bakım;31.05.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;31.05.2022;31.05.2022;00:20;00:50;30;Elekler 5*4 yapıldı vuran taraf 4
Bakım;31.05.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;31.05.2022;31.05.2022;00:50;01:15;25;Elekler 5*4 yapıldı vuran taraf 4
Bakım;31.05.2022;Pres-2;Mekanik;Baca Bakımı;Baca Bakımı;;31.05.2022;31.05.2022;09:00;16:55;475;Yeni fabrika 2 nolu presin havalandırma bacaları takıldı
Arıza;31.05.2022;Sarsak-4;Mekanik;Piston Arızası;Piston Arızası;;31.05.2022;31.05.2022;21:10;21:55;45;Yeni fabrika sarsak-4 üst sarsak piston ayağı kırılmıştı yeni ayak takıldı
Arıza;31.05.2022;Pres-4;Mekanik;Sigorta Arızası;Sigorta Değişimi;2;31.05.2022;31.05.2022;22:55;23:30;35;Pres-4 sigorta kemişti değişim yapıldı
Arıza;1.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;1;1.06.2022;1.06.2022;00:10;00:35;25;1 tane patlak elek vardı değiştirildi
Bakım;5.06.2022;Expander-1;Mekanik;Taç Bakımı;Taç Değişimi;1;5.06.2022;5.06.2022;08:45;10:45;120;Expander-1 taç değişimi yapıldı
Bakım;5.06.2022;Expander-1;Mekanik;Koni Bakımı;Koni Değişimi;1;5.06.2022;5.06.2022;10:45;11:45;60;Expander-1 koni değişimi yapıldı
Bakım;5.06.2022;Expander-1;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;5.06.2022;5.06.2022;11:45;12:30;45;Expander-1 kafa padıl değişimi yapıldı
Bakım;5.06.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;5.06.2022;5.06.2022;18:50;20:30;100;Expander-2 kırıcının iki adet bıçağı değiştirildi
Bakım;5.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;5.06.2022;5.06.2022;19:00;19:25;25;Elekler 3 yapıldı vuran taraf 3
Bakım;5.06.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;5.06.2022;5.06.2022;19:25;19:45;20;Elekler 3 yapıldı vuran taraf 3
Arıza;5.06.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;5.06.2022;5.06.2022;21:35;22:00;25;1 tane patlak elek vardı değiştirildi
Bakım;6.06.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;6.06.2022;6.06.2022;09:20;10:20;60;Değirmen-1 çekiç değişimi yapıldı
Bakım;6.06.2022;Pres-1;Mekanik;Rulo Bakımı;Rulo Toplama;;6.06.2022;6.06.2022;08:35;12:30;235;Torna atalyösinde 4 adet rulo toplanıp hazırlandı
Bakım;7.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Çekiç Kontrol;;6.06.2022;6.06.2022;08:30;08:45;15;Değirmen-1 elek ve çekiçler kontrol edildi
Bakım;8.06.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Kontrol;;7.06.2022;7.06.2022;08:45;09:00;15;Değirmen-2 elek ve çekiçler kontrol edildi
Bakım;9.06.2022;Teleskopik Bant-1;Mekanik;Bant Bakımı;Bant Bakımı;;8.06.2022;8.06.2022;12:10;12:15;5;Teleskopik Bant-1 gergi ayarı yapıldı
Bakım;9.06.2022;Teleskopik Bant-2;Mekanik;Bant Bakımı;Bant Bakımı;;9.06.2022;9.06.2022;12:15;12:20;5;Teleskopik Bant-2 gergi ayarı yapıldı
Bakım;9.06.2022;Teleskopik Bant-3;Mekanik;Bant Bakımı;Bant Bakımı;;9.06.2022;9.06.2022;12:20;12:25;5;Teleskopik Bant-3 gergi ayarı yapıldı
Bakım;9.06.2022;Teleskopik Bant-4;Mekanik;Bant Bakımı;Bant Bakımı;;9.06.2022;9.06.2022;12:25;12:30;5;Teleskopik Bant-4 gergi ayarı yapıldı
Arıza;9.06.2022;Teleskopik Bant-2;Mekanik;Bant Arızası;Swich Arızası;;9.06.2022;9.06.2022;23:10;23:20;10;Swich takılı kalmıştı ayarlama yapıldı
Arıza;9.06.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;;9.06.2022;9.06.2022;08:30;08:45;15;1 tane patlak elek vardı değiştirildi
Bakım;9.06.2022;Değirmen-1;Mekanik;Selvo Bakım;Selvo Bakım;;9.06.2022;9.06.2022;14:30;14:50;20;Değirmen selvo kontrolleri yapıldı
Bakım;10.06.2022;Değirmen-2;Mekanik;Selvo Bakım;Selvo Bakım;;9.06.2022;9.06.2022;14:50;15:15;25;Değirmen selvo kontrolleri yapıldı
Arıza;11.06.2022;Paketleme-3;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;10.06.2022;10.06.2022;12:00;12:45;45;Paketleme-3 motor zincirlisi değiştirildi
Arıza;12.06.2022;Pres-4;Mekanik;Elevatör Arızası;Elevatör Üst tambur Değişimi;1;11.06.2022;11.06.2022;08:30;16:00;450;Pres-4 elevatörünün üst tamburu ve redüktörü değiştirildi. Milin bilyaları sıfır takıldı
Arıza;12.06.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;12.06.2022;12.06.2022;08:15;09:30;75;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Bakım;12.06.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;;12.06.2022;12.06.2022;09:00;12:00;180;2 adet sıfır rulo toplandı
Arıza;12.06.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata Değişimi;1;12.06.2022;12.06.2022;08:15;08:45;30;Pres-4 disk civataları kesmişti değiştirldi, ayar yapıldı
Bakım;12.06.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;12.06.2022;12.06.2022;08:45;09:00;15;Expander-1 ön gömlek ve konileri kontrol edildi
Arıza;12.06.2022;Teleskopik Bant-1;Mekanik;Bant Arızası;Bant Arızası;;12.06.2022;12.06.2022;22:40;23:40;60;Bant çalışmıyordu kabloları yenilendi
Arıza;13.06.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;12.06.2022;12.06.2022;01:45;02:15;30;1 tane patlak elek vardı değiştirildi
Arıza;13.06.2022;Pres-3;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;13.06.2022;13.06.2022;10:20;11:00;40;Pres-3 sigorta kesmişti yenisi ile değiştirildi
Arıza;13.06.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata değişimi;5;13.06.2022;13.06.2022;08:15;13:15;300;Pres-4 cıvata kesmişti değişitildi. Rulo mili çatlamıştı kaynak yapıldı
Arıza;13.06.2022;Sarsak-3;Mekanik;Basınç Saati Arızası;Basınç Saati Değişimi;1;13.06.2022;13.06.2022;14:00;14:20;20;Sarsak basınç saati patlamıştı değiştirildi
