,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-08-19 07:00:00,Karadeniz Yem A.Ş.,1589.0,1589,1589,21 XS,450,715050,128709.0,843759.0,2022-08-19 07:00:00,2022-08-19 07:00:00,2022-08-22 07:00:00,2022-09-03 07:00:00,12,0,Sevkiyat-Davut
2022-08-19 08:00:00,Marmara Yem A.Ş.,137.0,137,137,Kuzu Büyütme,520,71240,12823.199999999999,84063.2,2022-08-19 08:00:00,2022-08-19 08:00:00,2022-08-22 08:00:00,2022-09-01 08:00:00,10,0,Sevkiyat-Mehmet
2022-08-19 09:00:00,Marmara Yem A.Ş.,358.0,358,358,A Besi,515,184370,33186.6,217556.6,2022-08-19 09:00:00,2022-08-19 09:00:00,2022-08-25 09:00:00,2022-09-01 09:00:00,7,0,Sevkiyat-Bekir
2022-08-19 11:00:00,Doğu Anadolu Yem A.Ş.,147.0,147,147,20 X,420,61740,11113.199999999999,72853.2,2022-08-19 11:00:00,2022-08-19 11:00:00,2022-08-22 11:00:00,2022-09-05 11:00:00,14,0,Sevkiyat-Davut
2022-08-19 12:00:00,İç Anadolu Yem A.Ş.,459.0,459,459,21 XS,450,206550,37179.0,243729.0,2022-08-19 12:00:00,2022-08-19 12:00:00,2022-08-23 12:00:00,2022-08-31 12:00:00,8,0,Sevkiyat-Ekrem
2022-08-19 13:00:00,Akdeniz Yem A.Ş.,1285.0,1285,1285,Kuzu Büyütme,520,668200,120276.0,788476.0,2022-08-19 13:00:00,2022-08-19 13:00:00,2022-08-23 13:00:00,2022-09-13 13:00:00,21,0,Sevkiyat-Onur
2022-08-19 14:00:00,Karadeniz Yem A.Ş.,1824.0,1824,1824,Koyun Süt,440,802560,144460.8,947020.8,2022-08-19 14:00:00,2022-08-19 14:00:00,2022-08-23 14:00:00,2022-09-09 14:00:00,17,0,Sevkiyat-Mehmet
2022-08-19 15:00:00,Marmara Yem A.Ş.,1570.0,1570,1570,Besi 18 Geliştirme,550,863500,155430.0,1018930.0,2022-08-19 15:00:00,2022-08-19 15:00:00,2022-08-23 15:00:00,2022-08-30 15:00:00,7,0,Sevkiyat-Mehmet
2022-08-19 16:00:00,Ege Yem A.Ş.,1266.0,1266,1266,Besi Bitirme,430,544380,97988.4,642368.4,2022-08-19 16:00:00,2022-08-19 16:00:00,2022-08-22 16:00:00,2022-09-04 16:00:00,13,0,Sevkiyat-Davut
2022-08-19 17:00:00,Karadeniz Yem A.Ş.,1301.0,1301,1301,21 XS,450,585450,105381.0,690831.0,2022-08-19 17:00:00,2022-08-19 17:00:00,2022-08-22 17:00:00,2022-09-19 17:00:00,28,0,Sevkiyat-Bekir
2022-08-19 19:00:00,Güney Anadolu Yem A.Ş.,1985.0,1985,1985,Trend 21,410,813850,146493.0,960343.0,2022-08-19 19:00:00,2022-08-19 19:00:00,2022-08-25 19:00:00,2022-09-23 19:00:00,29,0,Sevkiyat-Mehmet
2022-08-19 21:00:00,İç Anadolu Yem A.Ş.,1200.0,1200,1200,Besi Bitirme,430,516000,92880.0,608880.0,2022-08-19 21:00:00,2022-08-19 21:00:00,2022-08-22 21:00:00,2022-09-12 21:00:00,21,0,Sevkiyat-Onur
2022-08-19 22:00:00,Karadeniz Yem A.Ş.,856.0,856,856,Koyun Süt,440,376640,67795.2,444435.2,2022-08-19 22:00:00,2022-08-19 22:00:00,2022-08-22 22:00:00,2022-08-27 22:00:00,5,0,Sevkiyat-Mehmet
2022-08-20 00:00:00,İç Anadolu Yem A.Ş.,773.0,773,773,A Besi,515,398095,71657.09999999999,469752.1,2022-08-20 00:00:00,2022-08-20 00:00:00,2022-08-24 00:00:00,2022-08-31 00:00:00,7,0,Sevkiyat-Ekrem
2022-08-20 01:00:00,Ege Yem A.Ş.,941.0,941,941,Kuzu Büyütme,520,489320,88077.59999999999,577397.6,2022-08-20 01:00:00,2022-08-20 01:00:00,2022-08-25 01:00:00,2022-08-30 01:00:00,5,0,Sevkiyat-Bekir
2022-08-20 02:00:00,Akdeniz Yem A.Ş.,1274.0,1274,1274,Besi 18 Geliştirme,550,700700,126126.0,826826.0,2022-08-20 02:00:00,2022-08-20 02:00:00,2022-08-25 02:00:00,2022-09-23 02:00:00,29,0,Sevkiyat-Mehmet
2022-08-20 03:00:00,Ege Yem A.Ş.,1344.0,1344,1344,Trend Besi,545,732480,131846.4,864326.4,2022-08-20 03:00:00,2022-08-20 03:00:00,2022-08-23 03:00:00,2022-09-09 03:00:00,17,0,Sevkiyat-Bekir
2022-08-20 04:00:00,Marmara Yem A.Ş.,765.0,765,765,Atax 18,495,378675,68161.5,446836.5,2022-08-20 04:00:00,2022-08-20 04:00:00,2022-08-23 04:00:00,2022-08-28 04:00:00,5,0,Sevkiyat-Onur
2022-08-20 05:00:00,Karadeniz Yem A.Ş.,668.0,668,668,Besi Bitirme,430,287240,51703.2,338943.2,2022-08-20 05:00:00,2022-08-20 05:00:00,2022-08-26 05:00:00,2022-09-19 05:00:00,24,0,Sevkiyat-Bekir
2022-08-20 06:00:00,Ege Yem A.Ş.,128.0,128,128,Trend 21,410,52480,9446.4,61926.4,2022-08-20 06:00:00,2022-08-20 06:00:00,2022-08-24 06:00:00,2022-09-18 06:00:00,25,0,Sevkiyat-Mehmet
2022-08-20 09:00:00,Marmara Yem A.Ş.,1286.0,1286,1286,21 X,530,681580,122684.4,804264.4,2022-08-20 09:00:00,2022-08-20 09:00:00,2022-08-25 09:00:00,2022-09-20 09:00:00,26,0,Sevkiyat-Ekrem
2022-08-20 10:00:00,İç Anadolu Yem A.Ş.,332.0,332,332,21 X,530,175960,31672.8,207632.8,2022-08-20 10:00:00,2022-08-20 10:00:00,2022-08-26 10:00:00,2022-09-18 10:00:00,23,0,Sevkiyat-Onur
2022-08-20 11:00:00,Karadeniz Yem A.Ş.,1580.0,1580,1580,Atax 16,480,758400,136512.0,894912.0,2022-08-20 11:00:00,2022-08-20 11:00:00,2022-08-24 11:00:00,2022-09-03 11:00:00,10,0,Sevkiyat-Davut
2022-08-20 12:00:00,Ege Yem A.Ş.,457.0,457,457,GRN Yonca Süt,520,237640,42775.2,280415.2,2022-08-20 12:00:00,2022-08-20 12:00:00,2022-08-24 12:00:00,2022-09-02 12:00:00,9,0,Sevkiyat-Ekrem
2022-08-20 14:00:00,Marmara Yem A.Ş.,1678.0,1678,1678,GRN Yonca Süt,520,872560,157060.8,1029620.8,2022-08-20 14:00:00,2022-08-20 14:00:00,2022-08-26 14:00:00,2022-09-08 14:00:00,13,0,Sevkiyat-Ekrem
2022-08-20 15:00:00,Akdeniz Yem A.Ş.,1761.0,1761,1761,Besi 18 Geliştirme,550,968550,174339.0,1142889.0,2022-08-20 15:00:00,2022-08-20 15:00:00,2022-08-26 15:00:00,2022-09-13 15:00:00,18,0,Sevkiyat-Bekir
2022-08-20 16:00:00,Marmara Yem A.Ş.,1447.0,1447,1447,Besi Bitirme,430,622210,111997.8,734207.8,2022-08-20 16:00:00,2022-08-20 16:00:00,2022-08-24 16:00:00,2022-09-13 16:00:00,20,0,Sevkiyat-Mehmet
2022-08-20 17:00:00,Doğu Anadolu Yem A.Ş.,1370.0,1370,1370,Gebe Düve,520,712400,128232.0,840632.0,2022-08-20 17:00:00,2022-08-20 17:00:00,2022-08-26 17:00:00,2022-09-12 17:00:00,17,0,Sevkiyat-Bekir
2022-08-20 19:00:00,Ege Yem A.Ş.,1252.0,1252,1252,Atax 18,495,619740,111553.2,731293.2,2022-08-20 19:00:00,2022-08-20 19:00:00,2022-08-26 19:00:00,2022-09-08 19:00:00,13,0,Sevkiyat-Bekir
2022-08-20 21:00:00,Ege Yem A.Ş.,1155.0,1155,1155,Besi 18 Geliştirme,550,635250,114345.0,749595.0,2022-08-20 21:00:00,2022-08-20 21:00:00,2022-08-26 21:00:00,2022-08-29 21:00:00,3,0,Sevkiyat-Mehmet
2022-08-20 22:00:00,İç Anadolu Yem A.Ş.,1294.0,1294,1294,21 XS,450,582300,104814.0,687114.0,2022-08-20 22:00:00,2022-08-20 22:00:00,2022-08-23 22:00:00,2022-09-05 22:00:00,13,0,Sevkiyat-Davut
2022-08-20 23:00:00,Marmara Yem A.Ş.,1626.0,1626,1626,Buzağı Başlangıç,430,699180,125852.4,825032.4,2022-08-20 23:00:00,2022-08-20 23:00:00,2022-08-25 23:00:00,2022-09-13 23:00:00,19,0,Sevkiyat-Ekrem
2022-08-21 00:00:00,Doğu Anadolu Yem A.Ş.,888.0,888,888,Besi Bitirme,430,381840,68731.2,450571.2,2022-08-21 00:00:00,2022-08-21 00:00:00,2022-08-26 00:00:00,2022-09-12 00:00:00,17,0,Sevkiyat-Bekir
2022-08-21 01:00:00,Akdeniz Yem A.Ş.,261.0,261,261,A Besi,515,134415,24194.7,158609.7,2022-08-21 01:00:00,2022-08-21 01:00:00,2022-08-27 01:00:00,2022-09-06 01:00:00,10,0,Sevkiyat-Mehmet
2022-08-21 02:00:00,Ege Yem A.Ş.,746.0,746,746,Trend 19,460,343160,61768.799999999996,404928.8,2022-08-21 02:00:00,2022-08-21 02:00:00,2022-08-26 02:00:00,2022-09-01 02:00:00,6,0,Sevkiyat-Ekrem
2022-08-21 03:00:00,Karadeniz Yem A.Ş.,615.0,615,615,Kuzu Büyütme,520,319800,57564.0,377364.0,2022-08-21 03:00:00,2022-08-21 03:00:00,2022-08-25 03:00:00,2022-09-05 03:00:00,11,0,Sevkiyat-Mehmet
2022-08-21 04:00:00,Ege Yem A.Ş.,1813.0,1813,1813,Kuzu Büyütme,520,942760,169696.8,1112456.8,2022-08-21 04:00:00,2022-08-21 04:00:00,2022-08-26 04:00:00,2022-09-12 04:00:00,17,0,Sevkiyat-Bekir
2022-08-21 06:00:00,Akdeniz Yem A.Ş.,740.0,740,740,Besi 18 Geliştirme,550,407000,73260.0,480260.0,2022-08-21 06:00:00,2022-08-21 06:00:00,2022-08-25 06:00:00,2022-09-23 06:00:00,29,0,Sevkiyat-Bekir
2022-08-21 08:00:00,Doğu Anadolu Yem A.Ş.,1381.0,1381,1381,Gebe Düve,520,718120,129261.59999999999,847381.6,2022-08-21 08:00:00,2022-08-21 08:00:00,2022-08-25 08:00:00,2022-09-22 08:00:00,28,0,Sevkiyat-Ekrem
2022-08-21 09:00:00,Doğu Anadolu Yem A.Ş.,1206.0,1206,1206,Trend Besi,545,657270,118308.59999999999,775578.6,2022-08-21 09:00:00,2022-08-21 09:00:00,2022-08-25 09:00:00,2022-08-30 09:00:00,5,0,Sevkiyat-Davut
2022-08-21 10:00:00,İç Anadolu Yem A.Ş.,512.0,512,512,Trend X,410,209920,37785.6,247705.6,2022-08-21 10:00:00,2022-08-21 10:00:00,2022-08-27 10:00:00,2022-09-05 10:00:00,9,0,Sevkiyat-Bekir
2022-08-21 11:00:00,İç Anadolu Yem A.Ş.,457.0,457,457,Trend 21,410,187370,33726.6,221096.6,2022-08-21 11:00:00,2022-08-21 11:00:00,2022-08-26 11:00:00,2022-09-05 11:00:00,10,0,Sevkiyat-Mehmet
2022-08-21 12:00:00,Karadeniz Yem A.Ş.,707.0,707,707,Atax 18,495,349965,62993.7,412958.7,2022-08-21 12:00:00,2022-08-21 12:00:00,2022-08-27 12:00:00,2022-09-07 12:00:00,11,0,Sevkiyat-Ekrem
2022-08-21 13:00:00,Ege Yem A.Ş.,1543.0,1543,1543,Gebe Düve,520,802360,144424.8,946784.8,2022-08-21 13:00:00,2022-08-21 13:00:00,2022-08-25 13:00:00,2022-09-19 13:00:00,25,0,Sevkiyat-Bekir
2022-08-21 14:00:00,Marmara Yem A.Ş.,1073.0,1073,1073,Koyun Süt,440,472120,84981.59999999999,557101.6,2022-08-21 14:00:00,2022-08-21 14:00:00,2022-08-25 14:00:00,2022-09-08 14:00:00,14,0,Sevkiyat-Bekir
2022-08-21 15:00:00,Akdeniz Yem A.Ş.,1800.0,1800,1800,Trend 19,460,828000,149040.0,977040.0,2022-08-21 15:00:00,2022-08-21 15:00:00,2022-08-24 15:00:00,2022-09-19 15:00:00,26,0,Sevkiyat-Davut
2022-08-21 16:00:00,Güney Anadolu Yem A.Ş.,1645.0,1645,1645,Trend X,410,674450,121401.0,795851.0,2022-08-21 16:00:00,2022-08-21 16:00:00,2022-08-26 16:00:00,2022-09-10 16:00:00,15,0,Sevkiyat-Ekrem
2022-08-21 17:00:00,Karadeniz Yem A.Ş.,1981.0,1981,1981,Trend 21,410,812210,146197.8,958407.8,2022-08-21 17:00:00,2022-08-21 17:00:00,2022-08-24 17:00:00,2022-09-06 17:00:00,13,0,Sevkiyat-Bekir
2022-08-21 18:00:00,Akdeniz Yem A.Ş.,1842.0,1842,1842,Besi Bitirme,430,792060,142570.8,934630.8,2022-08-21 18:00:00,2022-08-21 18:00:00,2022-08-26 18:00:00,2022-09-15 18:00:00,20,0,Sevkiyat-Ekrem
2022-08-21 19:00:00,Güney Anadolu Yem A.Ş.,947.0,947,947,Besi 18 Geliştirme,550,520850,93753.0,614603.0,2022-08-21 19:00:00,2022-08-21 19:00:00,2022-08-26 19:00:00,2022-09-15 19:00:00,20,0,Sevkiyat-Onur
2022-08-21 20:00:00,Güney Anadolu Yem A.Ş.,1471.0,1471,1471,GRN Yonca Süt,520,764920,137685.6,902605.6,2022-08-21 20:00:00,2022-08-21 20:00:00,2022-08-27 20:00:00,2022-09-03 20:00:00,7,0,Sevkiyat-Onur
2022-08-21 21:00:00,Ege Yem A.Ş.,986.0,986,986,Koyun Süt,440,433840,78091.2,511931.2,2022-08-21 21:00:00,2022-08-21 21:00:00,2022-08-24 21:00:00,2022-09-01 21:00:00,8,0,Sevkiyat-Onur
2022-08-21 22:00:00,İç Anadolu Yem A.Ş.,1023.0,1023,1023,Trend XS,395,404085,72735.3,476820.3,2022-08-21 22:00:00,2022-08-21 22:00:00,2022-08-25 22:00:00,2022-09-20 22:00:00,26,0,Sevkiyat-Onur
2022-08-22 00:00:00,İç Anadolu Yem A.Ş.,860.0,860,860,Trend XS,395,339700,61146.0,400846.0,2022-08-22 00:00:00,2022-08-22 00:00:00,2022-08-27 00:00:00,2022-09-11 00:00:00,15,0,Sevkiyat-Davut
2022-08-22 01:00:00,Doğu Anadolu Yem A.Ş.,1353.0,1353,1353,Kuzu Büyütme,520,703560,126640.79999999999,830200.8,2022-08-22 01:00:00,2022-08-22 01:00:00,2022-08-28 01:00:00,2022-09-16 01:00:00,19,0,Sevkiyat-Ekrem
2022-08-22 02:00:00,Karadeniz Yem A.Ş.,329.0,329,329,20 X,420,138180,24872.399999999998,163052.4,2022-08-22 02:00:00,2022-08-22 02:00:00,2022-08-25 02:00:00,2022-08-29 02:00:00,4,0,Sevkiyat-Onur
2022-08-22 03:00:00,İç Anadolu Yem A.Ş.,1360.0,1360,1360,Buzağı Başlangıç,430,584800,105264.0,690064.0,2022-08-22 03:00:00,2022-08-22 03:00:00,2022-08-28 03:00:00,2022-08-29 03:00:00,1,0,Sevkiyat-Bekir
2022-08-22 04:00:00,Karadeniz Yem A.Ş.,1919.0,1919,1919,21 XS,450,863550,155439.0,1018989.0,2022-08-22 04:00:00,2022-08-22 04:00:00,2022-08-27 04:00:00,2022-09-16 04:00:00,20,0,Sevkiyat-Davut
2022-08-22 05:00:00,Marmara Yem A.Ş.,1421.0,1421,1421,21 X,530,753130,135563.4,888693.4,2022-08-22 05:00:00,2022-08-22 05:00:00,2022-08-25 05:00:00,2022-09-04 05:00:00,10,0,Sevkiyat-Onur
2022-08-22 06:00:00,Güney Anadolu Yem A.Ş.,1781.0,1781,1781,Trend Besi,545,970645,174716.1,1145361.1,2022-08-22 06:00:00,2022-08-22 06:00:00,2022-08-27 06:00:00,2022-09-11 06:00:00,15,0,Sevkiyat-Onur
2022-08-22 07:00:00,Güney Anadolu Yem A.Ş.,596.0,596,596,Kuzu Büyütme,520,309920,55785.6,365705.6,2022-08-22 07:00:00,2022-08-22 07:00:00,2022-08-28 07:00:00,2022-08-28 07:00:00,0,1,Sevkiyat-Onur
2022-08-22 09:00:00,İç Anadolu Yem A.Ş.,399.0,399,399,20 A,395,157605,28368.899999999998,185973.9,2022-08-22 09:00:00,2022-08-22 09:00:00,2022-08-26 09:00:00,2022-09-03 09:00:00,8,0,Sevkiyat-Ekrem
2022-08-22 11:00:00,Marmara Yem A.Ş.,894.0,894,894,Atax 16,480,429120,77241.59999999999,506361.6,2022-08-22 11:00:00,2022-08-22 11:00:00,2022-08-25 11:00:00,2022-09-01 11:00:00,7,0,Sevkiyat-Bekir
2022-08-22 12:00:00,Doğu Anadolu Yem A.Ş.,1774.0,1774,1774,Besi Bitirme,430,762820,137307.6,900127.6,2022-08-22 12:00:00,2022-08-22 12:00:00,2022-08-25 12:00:00,2022-08-30 12:00:00,5,0,Sevkiyat-Davut
2022-08-22 13:00:00,Akdeniz Yem A.Ş.,317.0,317,317,21 X,530,168010,30241.8,198251.8,2022-08-22 13:00:00,2022-08-22 13:00:00,2022-08-28 13:00:00,2022-09-02 13:00:00,5,0,Sevkiyat-Ekrem
2022-08-22 15:00:00,Karadeniz Yem A.Ş.,1679.0,1679,1679,21 XS,450,755550,135999.0,891549.0,2022-08-22 15:00:00,2022-08-22 15:00:00,2022-08-28 15:00:00,2022-09-24 15:00:00,27,0,Sevkiyat-Davut
2022-08-22 16:00:00,Doğu Anadolu Yem A.Ş.,1485.0,1485,1485,A Besi,515,764775,137659.5,902434.5,2022-08-22 16:00:00,2022-08-22 16:00:00,2022-08-26 16:00:00,2022-09-15 16:00:00,20,0,Sevkiyat-Onur
2022-08-22 17:00:00,Doğu Anadolu Yem A.Ş.,1676.0,1676,1676,Gebe Düve,520,871520,156873.6,1028393.6,2022-08-22 17:00:00,2022-08-22 17:00:00,2022-08-28 17:00:00,2022-09-04 17:00:00,7,0,Sevkiyat-Bekir
2022-08-22 18:00:00,Akdeniz Yem A.Ş.,998.0,998,998,Kuzu Besi ,460,459080,82634.4,541714.4,2022-08-22 18:00:00,2022-08-22 18:00:00,2022-08-28 18:00:00,2022-09-01 18:00:00,4,0,Sevkiyat-Ekrem
2022-08-22 19:00:00,İç Anadolu Yem A.Ş.,1181.0,1181,1181,Trend 19,460,543260,97786.8,641046.8,2022-08-22 19:00:00,2022-08-22 19:00:00,2022-08-27 19:00:00,2022-09-23 19:00:00,27,0,Sevkiyat-Davut
2022-08-22 21:00:00,Doğu Anadolu Yem A.Ş.,360.0,360,360,Trend 21 XS,380,136800,24624.0,161424.0,2022-08-22 21:00:00,2022-08-22 21:00:00,2022-08-25 21:00:00,2022-09-22 21:00:00,28,0,Sevkiyat-Mehmet
2022-08-22 22:00:00,Güney Anadolu Yem A.Ş.,1850.0,1850,1850,Trend 21,410,758500,136530.0,895030.0,2022-08-22 22:00:00,2022-08-22 22:00:00,2022-08-27 22:00:00,2022-09-09 22:00:00,13,0,Sevkiyat-Ekrem
2022-08-23 00:00:00,Doğu Anadolu Yem A.Ş.,1205.0,1205,1205,Besi Bitirme,430,518150,93267.0,611417.0,2022-08-23 00:00:00,2022-08-23 00:00:00,2022-08-28 00:00:00,2022-09-02 00:00:00,5,0,Sevkiyat-Onur
2022-08-23 02:00:00,Marmara Yem A.Ş.,1215.0,1215,1215,Trend Besi,545,662175,119191.5,781366.5,2022-08-23 02:00:00,2022-08-23 02:00:00,2022-08-27 02:00:00,2022-09-12 02:00:00,16,0,Sevkiyat-Ekrem
2022-08-23 04:00:00,Karadeniz Yem A.Ş.,1150.0,1150,1150,Besi 18 Geliştirme,550,632500,113850.0,746350.0,2022-08-23 04:00:00,2022-08-23 04:00:00,2022-08-28 04:00:00,2022-09-01 04:00:00,4,0,Sevkiyat-Bekir
2022-08-23 05:00:00,Akdeniz Yem A.Ş.,843.0,843,843,Trend 21 XS,380,320340,57661.2,378001.2,2022-08-23 05:00:00,2022-08-23 05:00:00,2022-08-28 05:00:00,2022-09-02 05:00:00,5,0,Sevkiyat-Bekir
2022-08-23 06:00:00,Akdeniz Yem A.Ş.,523.0,523,523,Trend XS,395,206585,37185.299999999996,243770.3,2022-08-23 06:00:00,2022-08-23 06:00:00,2022-08-29 06:00:00,2022-09-24 06:00:00,26,0,Sevkiyat-Davut
2022-08-23 07:00:00,Karadeniz Yem A.Ş.,1383.0,1383,1383,Buzağı Büyütme,380,525540,94597.2,620137.2,2022-08-23 07:00:00,2022-08-23 07:00:00,2022-08-27 07:00:00,2022-09-16 07:00:00,20,0,Sevkiyat-Mehmet
2022-08-23 08:00:00,Ege Yem A.Ş.,1337.0,1337,1337,Yonca Besi,560,748720,134769.6,883489.6,2022-08-23 08:00:00,2022-08-23 08:00:00,2022-08-29 08:00:00,2022-09-19 08:00:00,21,0,Sevkiyat-Onur
2022-08-23 09:00:00,Ege Yem A.Ş.,1258.0,1258,1258,Trend XS,395,496910,89443.8,586353.8,2022-08-23 09:00:00,2022-08-23 09:00:00,2022-08-27 09:00:00,2022-09-14 09:00:00,18,0,Sevkiyat-Bekir
2022-08-23 10:00:00,Marmara Yem A.Ş.,198.0,198,198,20 X,420,83160,14968.8,98128.8,2022-08-23 10:00:00,2022-08-23 10:00:00,2022-08-28 10:00:00,2022-09-22 10:00:00,25,0,Sevkiyat-Bekir
2022-08-23 11:00:00,Doğu Anadolu Yem A.Ş.,1887.0,1887,1887,21 XS,450,849150,152847.0,1001997.0,2022-08-23 11:00:00,2022-08-23 11:00:00,2022-08-29 11:00:00,2022-09-04 11:00:00,6,0,Sevkiyat-Onur
2022-08-23 12:00:00,Akdeniz Yem A.Ş.,1479.0,1479,1479,Trend 19,460,680340,122461.2,802801.2,2022-08-23 12:00:00,2022-08-23 12:00:00,2022-08-29 12:00:00,2022-08-31 12:00:00,2,0,Sevkiyat-Onur
2022-08-23 13:00:00,Ege Yem A.Ş.,641.0,641,641,GRN Yonca Süt,520,333320,59997.6,393317.6,2022-08-23 13:00:00,2022-08-23 13:00:00,2022-08-28 13:00:00,2022-09-12 13:00:00,15,0,Sevkiyat-Davut
2022-08-23 14:00:00,İç Anadolu Yem A.Ş.,1739.0,1739,1739,Trend XS,395,686905,123642.9,810547.9,2022-08-23 14:00:00,2022-08-23 14:00:00,2022-08-28 14:00:00,2022-09-16 14:00:00,19,0,Sevkiyat-Onur
2022-08-23 16:00:00,Ege Yem A.Ş.,1381.0,1381,1381,Atax 18,495,683595,123047.09999999999,806642.1,2022-08-23 16:00:00,2022-08-23 16:00:00,2022-08-26 16:00:00,2022-09-14 16:00:00,19,0,Sevkiyat-Onur
2022-08-23 17:00:00,Marmara Yem A.Ş.,198.0,198,198,21 XS,450,89100,16038.0,105138.0,2022-08-23 17:00:00,2022-08-23 17:00:00,2022-08-29 17:00:00,2022-09-07 17:00:00,9,0,Sevkiyat-Ekrem
2022-08-23 19:00:00,Karadeniz Yem A.Ş.,1092.0,1092,1092,Yonca Besi,560,611520,110073.59999999999,721593.6,2022-08-23 19:00:00,2022-08-23 19:00:00,2022-08-27 19:00:00,2022-08-31 19:00:00,4,0,Sevkiyat-Ekrem
2022-08-23 21:00:00,Güney Anadolu Yem A.Ş.,579.0,579,579,Buzağı Büyütme,380,220020,39603.6,259623.6,2022-08-23 21:00:00,2022-08-23 21:00:00,2022-08-29 21:00:00,2022-08-30 21:00:00,1,0,Sevkiyat-Onur
2022-08-23 22:00:00,Marmara Yem A.Ş.,1168.0,1168,1168,Trend Besi,545,636560,114580.8,751140.8,2022-08-23 22:00:00,2022-08-23 22:00:00,2022-08-29 22:00:00,2022-09-21 22:00:00,23,0,Sevkiyat-Onur
2022-08-23 23:00:00,Akdeniz Yem A.Ş.,1134.0,1134,1134,Atax 16,480,544320,97977.59999999999,642297.6,2022-08-23 23:00:00,2022-08-23 23:00:00,2022-08-29 23:00:00,2022-09-24 23:00:00,26,0,Sevkiyat-Mehmet
2022-08-24 00:00:00,Doğu Anadolu Yem A.Ş.,1274.0,1274,1274,21 XS,450,573300,103194.0,676494.0,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-08-28 00:00:00,2022-09-06 00:00:00,9,0,Sevkiyat-Mehmet
2022-08-24 01:00:00,Doğu Anadolu Yem A.Ş.,727.0,727,727,Trend X,410,298070,53652.6,351722.6,2022-08-24 01:00:00,2022-08-24 01:00:00,2022-08-30 01:00:00,2022-09-22 01:00:00,23,0,Sevkiyat-Bekir
2022-08-24 02:00:00,Marmara Yem A.Ş.,1545.0,1545,1545,21 XS,450,695250,125145.0,820395.0,2022-08-24 02:00:00,2022-08-24 02:00:00,2022-08-30 02:00:00,2022-09-21 02:00:00,22,0,Sevkiyat-Onur
2022-08-24 03:00:00,Ege Yem A.Ş.,454.0,454,454,Buzağı Başlangıç,430,195220,35139.6,230359.6,2022-08-24 03:00:00,2022-08-24 03:00:00,2022-08-27 03:00:00,2022-09-20 03:00:00,24,0,Sevkiyat-Bekir
2022-08-24 04:00:00,Karadeniz Yem A.Ş.,1877.0,1877,1877,Trend Besi,545,1022965,184133.69999999998,1207098.7,2022-08-24 04:00:00,2022-08-24 04:00:00,2022-08-30 04:00:00,2022-09-04 04:00:00,5,0,Sevkiyat-Bekir
2022-08-24 05:00:00,Marmara Yem A.Ş.,1560.0,1560,1560,20 A,395,616200,110916.0,727116.0,2022-08-24 05:00:00,2022-08-24 05:00:00,2022-08-28 05:00:00,2022-09-24 05:00:00,27,0,Sevkiyat-Bekir
2022-08-24 06:00:00,Ege Yem A.Ş.,1474.0,1474,1474,Trend 21 XS,380,560120,100821.59999999999,660941.6,2022-08-24 06:00:00,2022-08-24 06:00:00,2022-08-28 06:00:00,2022-09-19 06:00:00,22,0,Sevkiyat-Mehmet
2022-08-24 07:00:00,Doğu Anadolu Yem A.Ş.,510.0,510,510,Besi 18 Geliştirme,550,280500,50490.0,330990.0,2022-08-24 07:00:00,2022-08-24 07:00:00,2022-08-29 07:00:00,2022-09-16 07:00:00,18,0,Sevkiyat-Onur
2022-08-24 08:00:00,Akdeniz Yem A.Ş.,516.0,516,516,Atax 16,480,247680,44582.4,292262.4,2022-08-24 08:00:00,2022-08-24 08:00:00,2022-08-30 08:00:00,2022-09-01 08:00:00,2,0,Sevkiyat-Mehmet
2022-08-24 09:00:00,Karadeniz Yem A.Ş.,1106.0,1106,1106,20 A,395,436870,78636.59999999999,515506.6,2022-08-24 09:00:00,2022-08-24 09:00:00,2022-08-27 09:00:00,2022-09-10 09:00:00,14,0,Sevkiyat-Bekir
2022-08-24 10:00:00,Karadeniz Yem A.Ş.,410.0,410,410,Toklu Besi,545,223450,40221.0,263671.0,2022-08-24 10:00:00,2022-08-24 10:00:00,2022-08-29 10:00:00,2022-09-09 10:00:00,11,0,Sevkiyat-Ekrem
2022-08-24 12:00:00,Doğu Anadolu Yem A.Ş.,1103.0,1103,1103,A Besi,515,568045,102248.09999999999,670293.1,2022-08-24 12:00:00,2022-08-24 12:00:00,2022-08-28 12:00:00,2022-09-08 12:00:00,11,0,Sevkiyat-Davut
2022-08-24 13:00:00,İç Anadolu Yem A.Ş.,1846.0,1846,1846,Besi Bitirme,430,793780,142880.4,936660.4,2022-08-24 13:00:00,2022-08-24 13:00:00,2022-08-28 13:00:00,2022-09-16 13:00:00,19,0,Sevkiyat-Ekrem
2022-08-24 14:00:00,Marmara Yem A.Ş.,576.0,576,576,Atax 18,495,285120,51321.6,336441.6,2022-08-24 14:00:00,2022-08-24 14:00:00,2022-08-30 14:00:00,2022-09-23 14:00:00,24,0,Sevkiyat-Mehmet
