,Ham madde tedarikçileri,Sipariş Miktarı,İrsaliye Miktarı,Fatura Miktarı,Ham madde ürün adı,Br. Fiyat,Alt Toplam,KDV,Genel Toplam,Sipariş Tarihi,İstenen Teslim Tarihi,Gerçekleşen Teslim Tarihi,En Son İrsaliye Tarihi,Sevk Performansı (Gün),Zamanında,Sipariş Açan
2022-06-27 03:00:00,LDK Hammadde Tic. A.Ş.,11.0,11,11,Organik selenyum,925.0,10175.0,1831.5,12006.5,2022-06-27 03:00:00,2022-06-30 03:00:00,2022-06-30 03:00:00,2022-06-30 03:00:00,0,0,Satınalma-Seyfettin
2022-06-27 04:00:00,Uğrakdere Hammadde Tic. A.Ş.,23.0,23,23,ATK (%30-32),160,3680,662.4,4342.4,2022-06-27 04:00:00,2022-06-29 04:00:00,2022-07-03 04:00:00,2022-07-03 04:00:00,1,0,Satınalma-Tahir
2022-06-27 05:00:00,Edirne Hammadde Tic. A.Ş.,5.0,5,5,Organik selenyum,925.0,4625.0,832.5,5457.5,2022-06-27 05:00:00,2022-06-29 05:00:00,2022-07-03 05:00:00,2022-07-03 05:00:00,0,0,Satınalma-Seyfettin
2022-06-27 06:00:00,Panama Hammadde Tic. A.Ş.,5.0,5,5,Tuz,150.0,750.0,135.0,885.0,2022-06-27 06:00:00,2022-06-30 06:00:00,2022-07-04 06:00:00,2022-07-04 06:00:00,0,0,Satınalma-Sıddık
2022-06-27 07:00:00,Formül Hammadde Tic. A.Ş.,191.0,191,191,ATK (%30-32),160,30560,5500.8,36060.8,2022-06-27 07:00:00,2022-06-29 07:00:00,2022-07-01 07:00:00,2022-07-01 07:00:00,0,0,Satınalma-Kasım
2022-06-27 08:00:00,Güzel Hammadde Tic. A.Ş.,13.0,13,13,Tuz,150.0,1950.0,351.0,2301.0,2022-06-27 08:00:00,2022-06-29 08:00:00,2022-06-30 08:00:00,2022-06-30 08:00:00,0,0,Satınalma -Süreyya
2022-06-27 10:00:00,LDK Hammadde Tic. A.Ş.,179.0,179,179,Buğday,9250,1655750,298035.0,1953785.0,2022-06-27 10:00:00,2022-06-30 10:00:00,2022-07-03 10:00:00,2022-07-03 10:00:00,0,0,Satınalma-Seyfettin
2022-06-27 11:00:00,Formül Hammadde Tic. A.Ş.,105.0,105,105,Masarasyon suyu,860,90300,16254.0,106554.0,2022-06-27 11:00:00,2022-06-30 11:00:00,2022-07-01 11:00:00,2022-07-01 11:00:00,0,0,Satınalma-Tahir
2022-06-27 12:00:00,Hasankaya Hammadde Tic. A.Ş.,5.0,5,5,Tuz,150.0,750.0,135.0,885.0,2022-06-27 12:00:00,2022-06-29 12:00:00,2022-07-01 12:00:00,2022-07-01 12:00:00,0,0,Satınalma -Süreyya
2022-06-27 14:00:00,Asrın Hammadde Tic. A.Ş.,103.0,103,103,Mısır,6000,618000,111240.0,729240.0,2022-06-27 14:00:00,2022-06-29 14:00:00,2022-07-01 14:00:00,2022-07-01 14:00:00,0,0,Satınalma-Sıddık
2022-06-27 15:00:00,Edirne Hammadde Tic. A.Ş.,124.0,124,124,Kepek,3000,372000,66960.0,438960.0,2022-06-27 15:00:00,2022-06-29 15:00:00,2022-07-03 15:00:00,2022-07-03 15:00:00,0,0,Satınalma-Seyfettin
2022-06-27 16:00:00,Tahsinli Hammadde Tic. A.Ş.,17.0,17,17,Sodyum bikarbonat,530.0,9010.0,1621.8,10631.8,2022-06-27 16:00:00,2022-06-30 16:00:00,2022-06-30 16:00:00,2022-06-30 16:00:00,0,0,Satınalma -Süreyya
2022-06-27 17:00:00,Mersinli Hammadde Tic. A.Ş.,186.0,186,186,Masarasyon suyu,860,159960,28792.8,188752.8,2022-06-27 17:00:00,2022-06-29 17:00:00,2022-06-30 17:00:00,2022-06-30 17:00:00,0,0,Satınalma -Süreyya
2022-06-27 18:00:00,LDK Hammadde Tic. A.Ş.,67.0,67,67,Ruminant besi vm,2800,187600,33768.0,221368.0,2022-06-27 18:00:00,2022-06-30 18:00:00,2022-07-02 18:00:00,2022-07-02 18:00:00,0,1,Satınalma-Sıddık
2022-06-27 19:00:00,Ruşeym Hammadde Tic. A.Ş.,57.0,57,57,Mermer tozu,150,8550,1539.0,10089.0,2022-06-27 19:00:00,2022-06-30 19:00:00,2022-07-03 19:00:00,2022-07-03 19:00:00,0,0,Satınalma-Tahir
2022-06-27 20:00:00,Uğrakdere Hammadde Tic. A.Ş.,115.0,115,115,Kepek,3000,345000,62100.0,407100.0,2022-06-27 20:00:00,2022-06-30 20:00:00,2022-07-03 20:00:00,2022-07-03 20:00:00,0,0,Satınalma-Seyfettin
2022-06-27 21:00:00,Şamıtlı Hammadde Tic. A.Ş.,107.0,107,107,Kepek,3000,321000,57780.0,378780.0,2022-06-27 21:00:00,2022-06-30 21:00:00,2022-06-30 21:00:00,2022-06-30 21:00:00,0,0,Satınalma-Sıddık
2022-06-27 22:00:00,Nevşehir Hammadde Tic. A.Ş.,16.0,16,16,Natmin,250.0,4000.0,720.0,4720.0,2022-06-27 22:00:00,2022-06-29 22:00:00,2022-06-29 22:00:00,2022-06-29 22:00:00,0,0,Satınalma -Süreyya
2022-06-27 23:00:00,Ruşeym Hammadde Tic. A.Ş.,173.0,173,173,Razmol,1100,190300,34254.0,224554.0,2022-06-27 23:00:00,2022-06-30 23:00:00,2022-07-03 23:00:00,2022-07-03 23:00:00,1,0,Satınalma-Kasım
2022-06-28 00:00:00,Edirne Hammadde Tic. A.Ş.,12.0,12,12,Organik selenyum,925.0,11100.0,1998.0,13098.0,2022-06-28 00:00:00,2022-06-30 00:00:00,2022-06-30 00:00:00,2022-06-30 00:00:00,0,0,Satınalma -Süreyya
2022-06-28 01:00:00,Uğrakdere Hammadde Tic. A.Ş.,95.0,95,95,Mermer tozu,150,14250,2565.0,16815.0,2022-06-28 01:00:00,2022-06-30 01:00:00,2022-07-01 01:00:00,2022-07-01 01:00:00,0,0,Satınalma-Kasım
2022-06-28 02:00:00,Mersinli Hammadde Tic. A.Ş.,98.0,98,98,Arpa,7500,735000,132300.0,867300.0,2022-06-28 02:00:00,2022-07-01 02:00:00,2022-07-01 02:00:00,2022-07-01 02:00:00,0,0,Satınalma-Seyfettin
2022-06-28 03:00:00,Dünya Hammadde Tic. A.Ş.,113.0,113,113,Razmol,1100,124300,22374.0,146674.0,2022-06-28 03:00:00,2022-07-01 03:00:00,2022-07-04 03:00:00,2022-07-04 03:00:00,0,0,Satınalma-Kasım
2022-06-28 04:00:00,Buhara Hammadde Tic. A.Ş.,10.0,10,10,Vanilya aroması,380.0,3800.0,684.0,4484.0,2022-06-28 04:00:00,2022-06-30 04:00:00,2022-07-04 04:00:00,2022-07-04 04:00:00,0,0,Satınalma-Seyfettin
2022-06-28 05:00:00,LDK Hammadde Tic. A.Ş.,125.0,125,125,Kepek,3000,375000,67500.0,442500.0,2022-06-28 05:00:00,2022-06-30 05:00:00,2022-07-04 05:00:00,2022-07-04 05:00:00,0,0,Satınalma-Kasım
2022-06-28 06:00:00,Salihli Hammadde Tic. A.Ş.,191.0,191,191,Buğday,9250,1766750,318015.0,2084765.0,2022-06-28 06:00:00,2022-07-01 06:00:00,2022-07-01 06:00:00,2022-07-01 06:00:00,0,0,Satınalma -Süreyya
2022-06-28 07:00:00,Nevşehir Hammadde Tic. A.Ş.,100.0,100,100,Razmol,1100,110000,19800.0,129800.0,2022-06-28 07:00:00,2022-06-30 07:00:00,2022-07-04 07:00:00,2022-07-04 07:00:00,0,0,Satınalma-Sıddık
2022-06-28 08:00:00,Uğrakdere Hammadde Tic. A.Ş.,14.0,14,14,Tuz,150.0,2100.0,378.0,2478.0,2022-06-28 08:00:00,2022-06-30 08:00:00,2022-07-04 08:00:00,2022-07-04 08:00:00,0,0,Satınalma-Seyfettin
2022-06-28 09:00:00,Karadere Hammadde Tic. A.Ş.,155.0,155,155,ATK (%26-28),180,27900,5022.0,32922.0,2022-06-28 09:00:00,2022-07-01 09:00:00,2022-07-01 09:00:00,2022-07-01 09:00:00,0,0,Satınalma-Sıddık
2022-06-28 10:00:00,Ceyhan Hammadde Tic. A.Ş.,19.0,19,19,Vanilya aroması,380.0,7220.0,1299.6,8519.6,2022-06-28 10:00:00,2022-07-01 10:00:00,2022-07-01 10:00:00,2022-07-01 10:00:00,0,0,Satınalma-Seyfettin
2022-06-28 11:00:00,Iğdır Hammadde Tic. A.Ş.,10.0,10,10,Kekik aroması,920.0,9200.0,1656.0,10856.0,2022-06-28 11:00:00,2022-06-30 11:00:00,2022-06-30 11:00:00,2022-06-30 11:00:00,0,0,Satınalma -Süreyya
2022-06-28 13:00:00,Karadere Hammadde Tic. A.Ş.,190.0,190,190,Fındık küspesi,4300,817000,147060.0,964060.0,2022-06-28 13:00:00,2022-07-01 13:00:00,2022-07-05 13:00:00,2022-07-05 13:00:00,0,0,Satınalma -Süreyya
2022-06-28 14:00:00,Özeniş Hammadde Tic. A.Ş.,14.0,14,14,Tuz,150.0,2100.0,378.0,2478.0,2022-06-28 14:00:00,2022-06-30 14:00:00,2022-07-04 14:00:00,2022-07-04 14:00:00,0,0,Satınalma-Kasım
2022-06-28 15:00:00,Salihli Hammadde Tic. A.Ş.,9.0,9,9,Amonyum klorür,890.0,8010.0,1441.8,9451.8,2022-06-28 15:00:00,2022-06-30 15:00:00,2022-06-30 15:00:00,2022-06-30 15:00:00,0,0,Satınalma-Seyfettin
2022-06-28 16:00:00,Şamıtlı Hammadde Tic. A.Ş.,6.0,6,6,Kekik aroması,920.0,5520.0,993.5999999999999,6513.6,2022-06-28 16:00:00,2022-06-30 16:00:00,2022-07-04 16:00:00,2022-07-04 16:00:00,0,0,Satınalma -Süreyya
2022-06-28 17:00:00,Asrın Hammadde Tic. A.Ş.,158.0,158,158,VPC,1450,229100,41238.0,270338.0,2022-06-28 17:00:00,2022-06-30 17:00:00,2022-06-30 17:00:00,2022-06-30 17:00:00,0,0,Satınalma-Sıddık
2022-06-28 18:00:00,Uğrakdere Hammadde Tic. A.Ş.,12.0,12,12,Tuz,150.0,1800.0,324.0,2124.0,2022-06-28 18:00:00,2022-07-01 18:00:00,2022-07-01 18:00:00,2022-07-01 18:00:00,0,0,Satınalma -Süreyya
2022-06-28 19:00:00,Salihli Hammadde Tic. A.Ş.,186.0,186,186,Masarasyon suyu,860,159960,28792.8,188752.8,2022-06-28 19:00:00,2022-06-30 19:00:00,2022-07-04 19:00:00,2022-07-04 19:00:00,0,0,Satınalma -Süreyya
2022-06-28 20:00:00,Hasankaya Hammadde Tic. A.Ş.,15.0,15,15,Tuz,150.0,2250.0,405.0,2655.0,2022-06-28 20:00:00,2022-07-01 20:00:00,2022-07-02 20:00:00,2022-07-02 20:00:00,0,0,Satınalma-Sıddık
2022-06-28 21:00:00,Ruşeym Hammadde Tic. A.Ş.,14.0,14,14,Vanilya aroması,380.0,5320.0,957.5999999999999,6277.6,2022-06-28 21:00:00,2022-06-30 21:00:00,2022-07-01 21:00:00,2022-07-01 21:00:00,0,0,Satınalma -Süreyya
2022-06-28 22:00:00,Buhara Hammadde Tic. A.Ş.,158.0,158,158,Bisküvit,950,150100,27018.0,177118.0,2022-06-28 22:00:00,2022-07-01 22:00:00,2022-07-05 22:00:00,2022-07-05 22:00:00,0,0,Satınalma-Kasım
2022-06-28 23:00:00,Iğdır Hammadde Tic. A.Ş.,19.0,19,19,Kekik aroması,920.0,17480.0,3146.4,20626.4,2022-06-28 23:00:00,2022-07-01 23:00:00,2022-07-05 23:00:00,2022-07-05 23:00:00,0,0,Satınalma-Sıddık
2022-06-29 00:00:00,Şamıtlı Hammadde Tic. A.Ş.,10.0,10,10,Natmin,250.0,2500.0,450.0,2950.0,2022-06-29 00:00:00,2022-07-02 00:00:00,2022-07-02 00:00:00,2022-07-02 00:00:00,0,0,Satınalma-Sıddık
2022-06-29 01:00:00,LDK Hammadde Tic. A.Ş.,104.0,104,104,Fındık küspesi,4300,447200,80496.0,527696.0,2022-06-29 01:00:00,2022-07-02 01:00:00,2022-07-02 01:00:00,2022-07-02 01:00:00,0,0,Satınalma-Tahir
2022-06-29 02:00:00,Asrın Hammadde Tic. A.Ş.,35.0,35,35,Masarasyon suyu,860,30100,5418.0,35518.0,2022-06-29 02:00:00,2022-07-01 02:00:00,2022-07-02 02:00:00,2022-07-02 02:00:00,0,0,Satınalma-Seyfettin
2022-06-29 03:00:00,Karadere Hammadde Tic. A.Ş.,93.0,93,93,Masarasyon suyu,860,79980,14396.4,94376.4,2022-06-29 03:00:00,2022-07-01 03:00:00,2022-07-04 03:00:00,2022-07-04 03:00:00,0,0,Satınalma-Kasım
2022-06-29 04:00:00,Buhara Hammadde Tic. A.Ş.,175.0,175,175,Kepek,3000,525000,94500.0,619500.0,2022-06-29 04:00:00,2022-07-01 04:00:00,2022-07-03 04:00:00,2022-07-03 04:00:00,0,0,Satınalma-Sıddık
2022-06-29 05:00:00,Ruşeym Hammadde Tic. A.Ş.,5.0,5,5,Sodyum bikarbonat,530.0,2650.0,477.0,3127.0,2022-06-29 05:00:00,2022-07-02 05:00:00,2022-07-04 05:00:00,2022-07-04 05:00:00,0,0,Satınalma-Tahir
2022-06-29 06:00:00,Mersinli Hammadde Tic. A.Ş.,9.0,9,9,Natmin,250.0,2250.0,405.0,2655.0,2022-06-29 06:00:00,2022-07-01 06:00:00,2022-07-03 06:00:00,2022-07-03 06:00:00,0,0,Satınalma-Tahir
2022-06-29 07:00:00,Panama Hammadde Tic. A.Ş.,13.0,13,13,Sodyum bikarbonat,530.0,6890.0,1240.2,8130.2,2022-06-29 07:00:00,2022-07-02 07:00:00,2022-07-02 07:00:00,2022-07-02 07:00:00,0,1,Satınalma-Seyfettin
2022-06-29 08:00:00,Ordulu Hammadde Tic. A.Ş.,122.0,122,122,Mısır,6000,732000,131760.0,863760.0,2022-06-29 08:00:00,2022-07-02 08:00:00,2022-07-05 08:00:00,2022-07-05 08:00:00,0,0,Satınalma-Sıddık
2022-06-29 09:00:00,Dünya Hammadde Tic. A.Ş.,41.0,41,41,Kepek,3000,123000,22140.0,145140.0,2022-06-29 09:00:00,2022-07-02 09:00:00,2022-07-04 09:00:00,2022-07-04 09:00:00,0,0,Satınalma-Sıddık
2022-06-29 10:00:00,Karadere Hammadde Tic. A.Ş.,126.0,126,126,Kepek,3000,378000,68040.0,446040.0,2022-06-29 10:00:00,2022-07-01 10:00:00,2022-07-05 10:00:00,2022-07-05 10:00:00,0,0,Satınalma-Kasım
2022-06-29 11:00:00,Dünya Hammadde Tic. A.Ş.,98.0,98,98,Mermer tozu,150,14700,2646.0,17346.0,2022-06-29 11:00:00,2022-07-02 11:00:00,2022-07-05 11:00:00,2022-07-05 11:00:00,0,0,Satınalma-Kasım
2022-06-29 12:00:00,Uğrakdere Hammadde Tic. A.Ş.,67.0,67,67,VPC,1450,97150,17487.0,114637.0,2022-06-29 12:00:00,2022-07-01 12:00:00,2022-07-04 12:00:00,2022-07-04 12:00:00,0,0,Satınalma-Tahir
2022-06-29 13:00:00,Buhara Hammadde Tic. A.Ş.,167.0,167,167,Masarasyon suyu,860,143620,25851.6,169471.6,2022-06-29 13:00:00,2022-07-01 13:00:00,2022-07-04 13:00:00,2022-07-04 13:00:00,0,0,Satınalma-Seyfettin
2022-06-29 14:00:00,Buhara Hammadde Tic. A.Ş.,4.0,4,4,Organik selenyum,925.0,3700.0,666.0,4366.0,2022-06-29 14:00:00,2022-07-02 14:00:00,2022-07-03 14:00:00,2022-07-03 14:00:00,0,0,Satınalma -Süreyya
2022-06-29 15:00:00,Edirne Hammadde Tic. A.Ş.,22.0,22,22,ATK (%26-28),180,3960,712.8,4672.8,2022-06-29 15:00:00,2022-07-02 15:00:00,2022-07-05 15:00:00,2022-07-05 15:00:00,0,0,Satınalma-Seyfettin
2022-06-29 16:00:00,Ruşeym Hammadde Tic. A.Ş.,45.0,45,45,Mısır,6000,270000,48600.0,318600.0,2022-06-29 16:00:00,2022-07-02 16:00:00,2022-07-04 16:00:00,2022-07-04 16:00:00,0,0,Satınalma -Süreyya
2022-06-29 17:00:00,Salihli Hammadde Tic. A.Ş.,6.0,6,6,İthal kepek,270.0,1620.0,291.59999999999997,1911.6,2022-06-29 17:00:00,2022-07-01 17:00:00,2022-07-02 17:00:00,2022-07-02 17:00:00,0,0,Satınalma-Seyfettin
2022-06-29 18:00:00,Uğrakdere Hammadde Tic. A.Ş.,71.0,71,71,Razmol,1100,78100,14058.0,92158.0,2022-06-29 18:00:00,2022-07-01 18:00:00,2022-07-03 18:00:00,2022-07-03 18:00:00,0,0,Satınalma-Tahir
2022-06-29 19:00:00,Buhara Hammadde Tic. A.Ş.,8.0,8,8,Organik selenyum,925.0,7400.0,1332.0,8732.0,2022-06-29 19:00:00,2022-07-01 19:00:00,2022-07-05 19:00:00,2022-07-05 19:00:00,0,0,Satınalma-Sıddık
2022-06-29 20:00:00,Asrın Hammadde Tic. A.Ş.,123.0,123,123,VPC,1450,178350,32103.0,210453.0,2022-06-29 20:00:00,2022-07-01 20:00:00,2022-07-02 20:00:00,2022-07-02 20:00:00,0,1,Satınalma-Kasım
2022-06-29 21:00:00,LDK Hammadde Tic. A.Ş.,110.0,110,110,ATK (%26-28),180,19800,3564.0,23364.0,2022-06-29 21:00:00,2022-07-02 21:00:00,2022-07-06 21:00:00,2022-07-06 21:00:00,0,0,Satınalma -Süreyya
2022-06-29 22:00:00,LDK Hammadde Tic. A.Ş.,18.0,18,18,Vanilya aroması,380.0,6840.0,1231.2,8071.2,2022-06-29 22:00:00,2022-07-01 22:00:00,2022-07-03 22:00:00,2022-07-03 22:00:00,0,0,Satınalma-Sıddık
2022-06-29 23:00:00,Panama Hammadde Tic. A.Ş.,65.0,65,65,Mermer tozu,150,9750,1755.0,11505.0,2022-06-29 23:00:00,2022-07-01 23:00:00,2022-07-03 23:00:00,2022-07-03 23:00:00,0,0,Satınalma -Süreyya
2022-06-30 00:00:00,Ordulu Hammadde Tic. A.Ş.,9.0,9,9,Kekik aroması,920.0,8280.0,1490.3999999999999,9770.4,2022-06-30 00:00:00,2022-07-02 00:00:00,2022-07-03 00:00:00,2022-07-03 00:00:00,0,0,Satınalma -Süreyya
2022-06-30 01:00:00,Buhara Hammadde Tic. A.Ş.,33.0,33,33,Buğday,9250,305250,54945.0,360195.0,2022-06-30 01:00:00,2022-07-02 01:00:00,2022-07-06 01:00:00,2022-07-06 01:00:00,0,0,Satınalma-Tahir
2022-06-30 02:00:00,Dünya Hammadde Tic. A.Ş.,37.0,37,37,Razmol,1100,40700,7326.0,48026.0,2022-06-30 02:00:00,2022-07-03 02:00:00,2022-07-04 02:00:00,2022-07-04 02:00:00,0,0,Satınalma-Seyfettin
2022-06-30 03:00:00,Formül Hammadde Tic. A.Ş.,192.0,192,192,Bisküvit,950,182400,32832.0,215232.0,2022-06-30 03:00:00,2022-07-03 03:00:00,2022-07-07 03:00:00,2022-07-07 03:00:00,0,0,Satınalma-Seyfettin
2022-06-30 04:00:00,Buhara Hammadde Tic. A.Ş.,117.0,117,117,Buğday,9250,1082250,194805.0,1277055.0,2022-06-30 04:00:00,2022-07-03 04:00:00,2022-07-05 04:00:00,2022-07-05 04:00:00,0,0,Satınalma-Tahir
2022-06-30 05:00:00,Edirne Hammadde Tic. A.Ş.,4.0,4,4,Tuz,150.0,600.0,108.0,708.0,2022-06-30 05:00:00,2022-07-03 05:00:00,2022-07-05 05:00:00,2022-07-05 05:00:00,0,0,Satınalma-Kasım
2022-06-30 06:00:00,Tahsinli Hammadde Tic. A.Ş.,193.0,193,193,Razmol,1100,212300,38214.0,250514.0,2022-06-30 06:00:00,2022-07-03 06:00:00,2022-07-04 06:00:00,2022-07-04 06:00:00,0,0,Satınalma -Süreyya
2022-06-30 07:00:00,Ceyhan Hammadde Tic. A.Ş.,156.0,156,156,Arpa,7500,1170000,210600.0,1380600.0,2022-06-30 07:00:00,2022-07-02 07:00:00,2022-07-03 07:00:00,2022-07-03 07:00:00,0,0,Satınalma -Süreyya
2022-06-30 08:00:00,Hasankaya Hammadde Tic. A.Ş.,79.0,79,79,ATK (%30-32),160,12640,2275.2,14915.2,2022-06-30 08:00:00,2022-07-02 08:00:00,2022-07-06 08:00:00,2022-07-06 08:00:00,1,0,Satınalma-Tahir
2022-06-30 09:00:00,Asrın Hammadde Tic. A.Ş.,18.0,18,18,Natmin,250.0,4500.0,810.0,5310.0,2022-06-30 09:00:00,2022-07-03 09:00:00,2022-07-05 09:00:00,2022-07-05 09:00:00,0,0,Satınalma-Tahir
2022-06-30 10:00:00,Formül Hammadde Tic. A.Ş.,61.0,61,61,Mısır,6000,366000,65880.0,431880.0,2022-06-30 10:00:00,2022-07-02 10:00:00,2022-07-03 10:00:00,2022-07-03 10:00:00,0,0,Satınalma-Sıddık
2022-06-30 11:00:00,Asrın Hammadde Tic. A.Ş.,137.0,137,137,Razmol,1100,150700,27126.0,177826.0,2022-06-30 11:00:00,2022-07-02 11:00:00,2022-07-06 11:00:00,2022-07-06 11:00:00,0,0,Satınalma -Süreyya
2022-06-30 12:00:00,Nevşehir Hammadde Tic. A.Ş.,87.0,87,87,Mermer tozu,150,13050,2349.0,15399.0,2022-06-30 12:00:00,2022-07-02 12:00:00,2022-07-04 12:00:00,2022-07-04 12:00:00,0,0,Satınalma-Seyfettin
2022-06-30 13:00:00,Salihli Hammadde Tic. A.Ş.,167.0,167,167,ATK (%30-32),160,26720,4809.599999999999,31529.6,2022-06-30 13:00:00,2022-07-03 13:00:00,2022-07-07 13:00:00,2022-07-07 13:00:00,0,0,Satınalma -Süreyya
2022-06-30 14:00:00,Buhara Hammadde Tic. A.Ş.,8.0,8,8,İthal kepek,270.0,2160.0,388.8,2548.8,2022-06-30 14:00:00,2022-07-02 14:00:00,2022-07-02 14:00:00,2022-07-02 14:00:00,0,0,Satınalma -Süreyya
2022-06-30 15:00:00,Salihli Hammadde Tic. A.Ş.,114.0,114,114,Buğday,9250,1054500,189810.0,1244310.0,2022-06-30 15:00:00,2022-07-02 15:00:00,2022-07-06 15:00:00,2022-07-06 15:00:00,0,0,Satınalma-Tahir
2022-06-30 16:00:00,Nevşehir Hammadde Tic. A.Ş.,15.0,15,15,Tuz,150.0,2250.0,405.0,2655.0,2022-06-30 16:00:00,2022-07-03 16:00:00,2022-07-03 16:00:00,2022-07-03 16:00:00,0,0,Satınalma-Seyfettin
2022-06-30 17:00:00,Nevşehir Hammadde Tic. A.Ş.,105.0,105,105,Razmol,1100,115500,20790.0,136290.0,2022-06-30 17:00:00,2022-07-03 17:00:00,2022-07-03 17:00:00,2022-07-03 17:00:00,0,0,Satınalma-Seyfettin
2022-06-30 18:00:00,Formül Hammadde Tic. A.Ş.,174.0,174,174,Ruminant besi vm,2800,487200,87696.0,574896.0,2022-06-30 18:00:00,2022-07-03 18:00:00,2022-07-03 18:00:00,2022-07-03 18:00:00,0,0,Satınalma-Seyfettin
2022-06-30 19:00:00,Buhara Hammadde Tic. A.Ş.,17.0,17,17,Natmin,250.0,4250.0,765.0,5015.0,2022-06-30 19:00:00,2022-07-03 19:00:00,2022-07-05 19:00:00,2022-07-05 19:00:00,0,0,Satınalma -Süreyya
2022-06-30 20:00:00,Karadere Hammadde Tic. A.Ş.,82.0,82,82,Masarasyon suyu,860,70520,12693.6,83213.6,2022-06-30 20:00:00,2022-07-03 20:00:00,2022-07-06 20:00:00,2022-07-06 20:00:00,0,0,Satınalma-Tahir
2022-06-30 21:00:00,Ruşeym Hammadde Tic. A.Ş.,145.0,145,145,Ruminant besi vm,2800,406000,73080.0,479080.0,2022-06-30 21:00:00,2022-07-03 21:00:00,2022-07-06 21:00:00,2022-07-06 21:00:00,0,0,Satınalma-Seyfettin
2022-06-30 22:00:00,Ordulu Hammadde Tic. A.Ş.,34.0,34,34,Buğday,9250,314500,56610.0,371110.0,2022-06-30 22:00:00,2022-07-03 22:00:00,2022-07-03 22:00:00,2022-07-03 22:00:00,0,0,Satınalma-Sıddık
2022-06-30 23:00:00,Panama Hammadde Tic. A.Ş.,19.0,19,19,Kekik aroması,920.0,17480.0,3146.4,20626.4,2022-06-30 23:00:00,2022-07-03 23:00:00,2022-07-03 23:00:00,2022-07-03 23:00:00,0,0,Satınalma-Tahir
2022-07-01 00:00:00,Özeniş Hammadde Tic. A.Ş.,162.0,162,162,Kepek,3000,486000,87480.0,573480.0,2022-07-01 00:00:00,2022-07-03 00:00:00,2022-07-05 00:00:00,2022-07-05 00:00:00,0,0,Satınalma-Seyfettin
2022-07-01 01:00:00,Özeniş Hammadde Tic. A.Ş.,186.0,186,186,Arpa,7500,1395000,251100.0,1646100.0,2022-07-01 01:00:00,2022-07-04 01:00:00,2022-07-05 01:00:00,2022-07-05 01:00:00,0,0,Satınalma-Tahir
2022-07-01 02:00:00,Panama Hammadde Tic. A.Ş.,118.0,118,118,Masarasyon suyu,860,101480,18266.399999999998,119746.4,2022-07-01 02:00:00,2022-07-03 02:00:00,2022-07-05 02:00:00,2022-07-05 02:00:00,1,0,Satınalma -Süreyya
2022-07-01 03:00:00,Salihli Hammadde Tic. A.Ş.,9.0,9,9,Amonyum klorür,890.0,8010.0,1441.8,9451.8,2022-07-01 03:00:00,2022-07-03 03:00:00,2022-07-05 03:00:00,2022-07-05 03:00:00,0,0,Satınalma-Sıddık
2022-07-01 04:00:00,Edirne Hammadde Tic. A.Ş.,11.0,11,11,Organik selenyum,925.0,10175.0,1831.5,12006.5,2022-07-01 04:00:00,2022-07-04 04:00:00,2022-07-05 04:00:00,2022-07-05 04:00:00,1,0,Satınalma-Seyfettin
2022-07-01 05:00:00,Edirne Hammadde Tic. A.Ş.,22.0,22,22,Masarasyon suyu,860,18920,3405.6,22325.6,2022-07-01 05:00:00,2022-07-04 05:00:00,2022-07-06 05:00:00,2022-07-06 05:00:00,0,0,Satınalma-Sıddık
2022-07-01 06:00:00,Uğrakdere Hammadde Tic. A.Ş.,97.0,97,97,Masarasyon suyu,860,83420,15015.599999999999,98435.6,2022-07-01 06:00:00,2022-07-04 06:00:00,2022-07-08 06:00:00,2022-07-08 06:00:00,0,0,Satınalma-Kasım
2022-07-01 07:00:00,Edirne Hammadde Tic. A.Ş.,6.0,6,6,Vanilya aroması,380.0,2280.0,410.4,2690.4,2022-07-01 07:00:00,2022-07-03 07:00:00,2022-07-04 07:00:00,2022-07-04 07:00:00,0,0,Satınalma -Süreyya
2022-07-01 08:00:00,Ordulu Hammadde Tic. A.Ş.,8.0,8,8,Kekik aroması,920.0,7360.0,1324.8,8684.8,2022-07-01 08:00:00,2022-07-03 08:00:00,2022-07-03 08:00:00,2022-07-03 08:00:00,0,0,Satınalma-Tahir
2022-07-01 09:00:00,Uğrakdere Hammadde Tic. A.Ş.,57.0,57,57,Kepek,3000,171000,30780.0,201780.0,2022-07-01 09:00:00,2022-07-04 09:00:00,2022-07-07 09:00:00,2022-07-07 09:00:00,0,0,Satınalma -Süreyya
2022-07-01 10:00:00,Uğrakdere Hammadde Tic. A.Ş.,46.0,46,46,Ruminant besi vm,2800,128800,23184.0,151984.0,2022-07-01 10:00:00,2022-07-03 10:00:00,2022-07-05 10:00:00,2022-07-05 10:00:00,0,0,Satınalma-Sıddık
2022-07-01 11:00:00,Salihli Hammadde Tic. A.Ş.,195.0,195,195,ATK (%26-28),180,35100,6318.0,41418.0,2022-07-01 11:00:00,2022-07-03 11:00:00,2022-07-06 11:00:00,2022-07-06 11:00:00,0,1,Satınalma-Seyfettin
2022-07-01 12:00:00,Edirne Hammadde Tic. A.Ş.,79.0,79,79,Ruminant besi vm,2800,221200,39816.0,261016.0,2022-07-01 12:00:00,2022-07-03 12:00:00,2022-07-04 12:00:00,2022-07-04 12:00:00,0,1,Satınalma-Sıddık
